title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant vegetation structure: dataspice tutorial subset,"This data product, sourced from the NEON data portal for the purposes of the dataspice tutorial, contains the quality-controlled, native sampling resolution data from in-situ measurements of live and standing dead woody individuals and shrub groups, from all terrestrial NEON sites with qualifying woody vegetation. The exact measurements collected per individual depend on growth form, and these measurements are focused on:

enabling biomass and productivity estimation,
estimation of shrub volume and biomass
calibration / validation of multiple NEON airborne remote-sensing data products.
In general, comparatively large individuals that are visible to remote-sensing instruments are mapped, tagged and measured, and other smaller individuals are tagged and measured but not mapped. Smaller individuals may be subsampled according to a nested subplot approach in order to standardize the per plot sampling effort.

Structure and mapping data are reported per individual per plot; sampling metadata, such as per growth form sampling area, are reported per plot.",2018-09-08,,,CC-BY,,NEON Domain area D01: Northeast USA,,,,,,,
