namedLocation,date,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,eventID,treesPresent,shrubsPresent,lianasPresent,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,recordedBy
HARV_050.basePlot.vst,2015-10-22,HARV,HARV_050,tower,mixedForest,42.536276,-72.179361,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,afMynumrDJcbQNK5ece65stvlBUGBI24
HARV_052.basePlot.vst,2015-10-22,HARV,HARV_052,tower,mixedForest,42.54214,-72.176565,WGS84,vst_HARV_2015,NA,NA,NA,800,800,800,afMynumrDJcbQNK5ece65stvlBUGBI24
HARV_048.basePlot.vst,2015-10-22,HARV,HARV_048,tower,mixedForest,42.54131,-72.178014,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,FXeeUI9aIn8X0VAR1BEIFKA+Tv3GsCYT
HARV_049.basePlot.vst,2015-10-23,HARV,HARV_049,tower,mixedForest,42.535178,-72.17978,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_049.basePlot.vst,2015-10-26,HARV,HARV_049,tower,mixedForest,42.535178,-72.17978,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,0uwWHUCkGoRVT9RpJxngFjI8cZrsFWgn
HARV_047.basePlot.vst,2015-10-26,HARV,HARV_047,tower,deciduousForest,42.536689,-72.175706,WGS84,vst_HARV_2015,NA,NA,NA,800,100,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_044.basePlot.vst,2015-10-27,HARV,HARV_044,tower,deciduousForest,42.535382,-72.176499,WGS84,vst_HARV_2015,NA,NA,NA,800,100,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_046.basePlot.vst,2015-11-03,HARV,HARV_046,tower,mixedForest,42.537915,-72.180751,WGS84,vst_HARV_2015,NA,NA,NA,800,40,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_040.basePlot.vst,2015-11-04,HARV,HARV_040,tower,mixedForest,42.539927,-72.175934,WGS84,vst_HARV_2015,NA,NA,NA,800,4,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_046.basePlot.vst,2015-11-04,HARV,HARV_046,tower,mixedForest,42.537915,-72.180751,WGS84,vst_HARV_2015,NA,NA,NA,800,40,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_033.basePlot.vst,2015-11-05,HARV,HARV_033,tower,deciduousForest,42.53831,-72.175606,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_051.basePlot.vst,2015-11-05,HARV,HARV_051,tower,mixedForest,42.53409,-72.179145,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_034.basePlot.vst,2015-11-13,HARV,HARV_034,tower,evergreenForest,42.535693,-72.177962,WGS84,vst_HARV_2015,NA,NA,NA,800,40,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_039.basePlot.vst,2015-11-17,HARV,HARV_039,tower,mixedForest,42.533244,-72.177698,WGS84,vst_HARV_2015,NA,NA,NA,800,400,800,9/lkABCL2n4b6r19n9Zi1qNJWAzd94Zk
HARV_042.basePlot.vst,2015-11-18,HARV,HARV_042,tower,mixedForest,42.53418,-72.176562,WGS84,vst_HARV_2015,NA,NA,NA,800,40,800,xYAz/hoNa4beHeF8Co82eF9aIjZ5mOeG
